title,price,imageUrl,productLink
Nike Air Jordan 5 Retro Mid Oreo Black/White 2021 Sneaker Men’s Shoe Size 8,$59.99,https://i.ebayimg.com/thumbs/images/g/vukAAOSweA1kaUI6/s-l300.jpg,https://www.ebay.com/itm/334912352678?epid=6048610451&hash=item4dfa54f1a6:g:vukAAOSweA1kaUI6&amdata=enc%3AAQAIAAAAwF7v24PTKlorsHudkU4d34qkhoBUNi8nAkp26mgaNDpHzB5EDcr3D1aRf6%2FJTPWJwwcsBuf5PNamu8PKD4fIJlph2U%2F5j6a1fetp43j3C28y7%2BGIkkf0HhZnadMqRmveg6X6pFrT5dUIDezyhLq9kktHZu6t%2B0CLM8XVS6kdrRaXR7S%2BC1rgpVftCwSJYv2wzJlkJZdrv7MkN5%2B7wXTUDCWZx%2FyNz0%2FJbuI%2BuXXE7ZPr2f5U6bn%2FOAF81Qjd828rUw%3D%3D%7Ctkp%3ABk9SR8bjlbKYYg
Nike Air Jordan 1 Low Alternate Bred Toe Mens 553558-066 NEW,$89.99,https://i.ebayimg.com/thumbs/images/g/zhAAAOSwSohkg6el/s-l300.jpg,https://www.ebay.com/itm/266288187704?epid=6059870736&hash=item3e00034938:g:zhAAAOSwSohkg6el&amdata=enc%3AAQAIAAAA4Dqmk47ZIvzgO66eOghB9daGUmWxhvEmP1jVOhaE7INeIHeU%2FFOsmUrqWFxh2aJTqofVt%2BWzd39FtpqKoEcluW1tGlqw%2FaiVDmMIajLfckYXlaT42nAca8xR98Zft58gHvT0%2F3385A8zb8UFoZ93Gmtl57j16MGe8MZD4DEFGcpGzfb4RJGeScABzJk6jTKbshyRiv0G4W6MyLSt4%2FeXuXlMrXxFQgc88zC42DZiVso%2FBTTwMD1%2BV6SB4JeZ5NHEsoUYAdmd7ULJbfIVSNY1gomjrsvIlUivOhhVS7pB8C0G%7Ctkp%3ABk9SR8bjlbKYYg
Nike Jordan ADG 4 White Pure Platinum DM0103-105 Men's Size 8 - 15 Shoes #104C,$114.97 to $134.97,https://i.ebayimg.com/thumbs/images/g/FAYAAOSw3Z1jwjjB/s-l300.jpg,https://www.ebay.com/itm/295061488378?epid=12054301307&hash=item44b30902fa:g:FAYAAOSw3Z1jwjjB&amdata=enc%3AAQAIAAAA4IC8%2B3NyZTTfgN16%2BKslRLdR3fU71apYfUBZK9JW2TiVN0zvZWsDjpCsbVCPcByJ%2BB%2B5k0Dbjtj58umKm%2Fnoiq35Ra%2Fr6XJeF83rJ2kC%2B%2FuWv3UEWtAhT%2BThCPx%2BZG9tftv%2FdWKCe8RokvOhptboJPUJPRoXGu4gdZEQS8sRj7zCFOUtkBwDfpZ269RtBeStJTws52ykjEeHJ1We1ehJtCCLR1aJ8gWCqrwXYcQ6DdDehjJcTA6FA4mFRg1YHHKoT01ovWElYrH5Bvu8mFZZlX0q78wIKHtMBk7xsn8APtWS%7Ctkp%3ABk9SR8bjlbKYYg
Nike Air Jordan Retro 1 HIGH OG Washed Black Smoke Grey Heritage DZ5485-051 NEW,$184.90 to $239.90,https://i.ebayimg.com/thumbs/images/g/IlQAAOSwSdhkhJUv/s-l300.jpg,https://www.ebay.com/itm/225612748962?epid=26057817808&hash=item34879158a2:g:IlQAAOSwSdhkhJUv&amdata=enc%3AAQAIAAAAwNrEVaFNzf2dPmB9dH3HOeFWwl25XuHrDYz1ae%2FkDyVONsU50yo35oq0xYjwEGcVn2YdD2%2FwZWfsR5KT97oU3yj%2BJoj9aeSz88696Eh9fFEga3cdrdUvAgDWo9XlD8ixqbXZBJv4xNLnBxEsLCZXFCHyuPiIjlvICh4nEtN35aAAXf6Ivx%2FKlV2Xq5YLoguxDfPTvjywDM2qKQEWtKJuSEqeEP6zAZiOvGLHZW09TSzHdyswTvL%2Fys8XuVyo%2FCgxpw%3D%3D%7Ctkp%3ABk9SR8bjlbKYYg
Nike Air Jordan 5 Retro Olympic 2016 Gold White/Black Sneaker Men’s Shoe Size 10,$39.99,https://i.ebayimg.com/thumbs/images/g/xIkAAOSw1sFkglbl/s-l300.jpg,https://www.ebay.com/itm/325695710433?epid=7039808592&hash=item4bd4fa24e1:g:xIkAAOSw1sFkglbl&amdata=enc%3AAQAIAAAAwNtMIAMT1MMDxmuuhgfyvDfAeJqtIh9wjckaLfr7jb%2BRbE7CCJOkE8j0NFeG1csXbRZ2imzYf%2BQP7WJ6sQWr9VVjdNlzRutrkGdXyZwhvxj8MhUPcMHRM9UsuF52wnmbtI7Bdyu8isvXgAwdqKMpUXOLmq0ap5Lam4McufVQD0w9U0MtqnGKpbcfi%2FI4zXhnE0ALDUEuj45A2a3Cnba4MpAA7p0T%2B%2BrF6m50a93vwwD5OSGJsG7HdMaYwsNIT6caxA%3D%3D%7Ctkp%3ABk9SR8bjlbKYYg
Nike Air Jordan Retro 5 SE CRAFT 2023 Light Orewood FD9222-180 Men & GS 4y-13,$134.90 to $224.90,https://i.ebayimg.com/thumbs/images/g/5ZoAAOSwa~5kZOBq/s-l300.jpg,https://www.ebay.com/itm/225581123353?epid=3057812663&hash=item3485aec719:g:5ZoAAOSwa~5kZOBq&amdata=enc%3AAQAIAAAAwBA%2B%2FJnkckFVjVoOXM1zpVIU2YNnfjgzdVs9McMq3ZNxaNPp9VMktXlNmOofa3Pb4HO2wGkbutSNMO%2FAJFVdYT0F83VdTYqsLuaUlFmvRY6Uro3dYvkob%2BJ3lMZdAZ6BWmM2Vml5ISRp%2BykuojjkS%2B8T%2BSXHFY2jfG45759U0Tv%2BrhtWmfMZbfIIb58Ju1QSc1qzmMQEHMt0INSdpcBzWXG884dWs%2BFdJ0t9ak7KAG8tLRB%2Flj6wq55kZ2w5xcAHBQ%3D%3D%7Ctkp%3ABk9SR8bjlbKYYg
Nike Air Jordan 1 Low Reverse Black Toe - New w. Box,$149.00,https://i.ebayimg.com/thumbs/images/g/z~IAAOSw40VkbD18/s-l300.jpg,https://www.ebay.com/itm/225587966046?hash=item348617305e:g:z~IAAOSw40VkbD18&amdata=enc%3AAQAIAAAA4BnrgIGtkoDYB7Q14NNllwdsU91UdNzU2sGVO%2FipHOEExem4gBEvDABEk8548IgKIJ6zqdoSSt4x7isDj77ewnFpLcchZyGCCXh%2Blli5jnhbkBLdi87Tm%2FqOTl%2B8k6Stp1Yr5U2WFXjaQyoFA%2BHyiAs8XQA5KHlqVjcehVlQThVxvjYXsyk7Zej2trkoqpQuMqYJAiITubGSaz9mx5rqus3AmhOfLY43WCjJjDFc5KQufe1ieCZrsCqM7w%2FZMWTbBCjJ%2FYjj4wS6UkfiCNc5%2B1nfmWPy3jWBgX1GMdRNRHPB%7Ctkp%3ABFBMxuOVsphi
Nike Air Jordan Lift Off Black/Dark Concord-Black  Men's Size 12,$67.95,https://i.ebayimg.com/thumbs/images/g/R1IAAOSw5hFkgOX6/s-l300.jpg,https://www.ebay.com/itm/125967568457?epid=22039807329&hash=item1d54408e49:g:R1IAAOSw5hFkgOX6&amdata=enc%3AAQAIAAAA4DNRynCiExNyeVXaNEOVlScO%2FfnjNC%2B2JU58%2BUv3US0V%2FdSFwe6AAdVh5dnxwVJWNEOpmU122ftGVOjPabBXX9%2FcFrzG146eOwXociHb%2B8WQQGOGHWFhnOSsW%2FeOMk%2FkNj3Yx34O6E0kKvVlib9QoaLM%2FmWwSDWoHzkocs7Qzv%2BAQGau92Ov02fr8NP5QwiEZkkZM33%2F9IxRSRxQechpc5IuIZVhvrFnJU1fpNwvb2hq05ZTcRDNUTul%2BO6zoYdTDB2aHqr%2FEpqv8q1mNNSSqEcTp%2FRMT6YTZE3j2ASpm4Hh%7Ctkp%3ABFBMxuOVsphi
Nike Air Jordan 5 V Retro Olympic 2016 Size 10.5 136027-133 Gold Medal,$54.89,https://i.ebayimg.com/thumbs/images/g/cVgAAOSwDQ9khLNV/s-l300.jpg,https://www.ebay.com/itm/185942995367?epid=22039804347&hash=item2b4b10f1a7:g:cVgAAOSwDQ9khLNV&amdata=enc%3AAQAIAAAA4KD0WdyYd036%2FYWiQNjJJGlDCuOYutkM5VznRM%2B3MRpXsJ3K01Ru%2BQGfmpID7WWM3zbLnTLI3JrmQnkGgUf%2F2%2FfnR1kZGDpmya5709dnnTG5tWYFOInRjTNEJC4njeMeL7BDNKImf4hXhl8aJbD8ggydWZtfZyA9MuSPJWj1Jg4kS42RLyoMLNDteFENXbifElm9dTt3IZYylwb9Ga09Ug9oVbo1HmcxVpHIBSTGfqj%2Fs3J60jl5LXZ8qro93EVQ4ykm6p%2BcMssGE2ZvXrz%2Fllz6H6NBUhAn15IGK8eF%2B0RP%7Ctkp%3ABFBMxuOVsphi
Nike Air Jordan 1 Retro High OG AJ1 Washed Black Men Casual Sneakers DZ5485-051,$209.99,https://i.ebayimg.com/thumbs/images/g/e6IAAOSwshdkiS~z/s-l300.jpg,https://www.ebay.com/itm/295758066049?epid=13057801574&hash=item44dc8df181:g:e6IAAOSwshdkiS~z&amdata=enc%3AAQAIAAAA4HbozZmPJahGPUARwf%2B5bR8d1kv4mLZTja%2B92mkyKr2kh9mbD0s%2BNEwhrx8zKwQuTZQe8HW6u9plA7%2BUrQ15UyO2QT218lNeNEilJiQOxSU9ONsv7L2HwCfn2Ao%2Ba0c6IQ0eevkojcdC%2FNW%2Fk7YaYuzaJbUpPp5VcS7EsGiof4voVK67U8C4WlQ8OKgVJwnU8ToBbuG76C3LFc4qQyvMbYOWnzPrrEXgjLMupeIxpkpznYC5GWfVakb6Z6lMEdEubU3%2FXYqWfjoX2Q6pmxNFcotU2auULNY9Az%2Bhfe5Gc2Mu%7Ctkp%3ABFBMxuOVsphi
Nike Air Jordan 11 Retro Cap and Gown 2018 378037-005 Triple Black Sneakers,$316.00,https://i.ebayimg.com/thumbs/images/g/DxUAAOSwCXJkXDYK/s-l300.jpg,https://www.ebay.com/itm/125929503839?epid=17039801182&hash=item1d51fbbc5f:g:DxUAAOSwCXJkXDYK&amdata=enc%3AAQAIAAAAwJzYcCHqvJuvJ9P5ruvHsCS79XLp3vugeEwKf5paFkTknQJqrA7sS6ggUOpfGCimtWDGQUB4M%2FM%2BHb5NHy8LaJ7lGDZKvlPGNrDFNKTJ3LtBMJCSteSgSSbiGTVyMLgUenZYw2L6DJhvEI%2F2plJTzkNQjiDapQ7HkrWpZ7MAx9XZkKOxtxtSdt9IT6oOYTGnRZUMqMRYTt%2FAKw%2F3wq7kFdMYWyJBSCvip61jzTQGj%2FC0onxmUDRYM1X6x0GGxsj39A%3D%3D%7Ctkp%3ABk9SR8jjlbKYYg
Nike Jordan Air Ship PE SP Every Game Dune Red Men Casual Lifestyle DZ3497-106,$134.99,https://i.ebayimg.com/thumbs/images/g/LqQAAOSw~FRkYczG/s-l300.jpg,https://www.ebay.com/itm/314592505859?epid=6060498772&hash=item493f2cb003:g:LqQAAOSw~FRkYczG&amdata=enc%3AAQAIAAAAwGEhWvQKGKdYybb9raqt5TzCvvfy6h2jnTBQwaGhmIl9TlqevLBXDwgQLR9awPRGpA4UwF3ljFVaZbhYlUcwgEgO6zKlTkoslgyRUiANyv7wSxNHK6CD3jOtkGv7w7VHcrTI1llA4UXidKXa%2FdJNoP3S%2FD%2FQu0Qoka8ogEBf3rc3ijvXUawlD6MfxWjvjUjKpMpJcpKFZLLMND9t7J0KabPBDu5L2sfoy%2FW1HNOtfcf39WiDtmYiDwAbVUynfzSiRw%3D%3D%7Ctkp%3ABk9SR8jjlbKYYg
Nike Air Jordan 1 Retro Low OG EX Coconut Milk Men AJ1 Casual Shoes DV0982-100,$179.99,https://i.ebayimg.com/thumbs/images/g/PzcAAOSwIw9kdqYh/s-l300.jpg,https://www.ebay.com/itm/314617922454?epid=10060730505&hash=item4940b08396:g:PzcAAOSwIw9kdqYh&amdata=enc%3AAQAIAAAA4MwEfpqqobtywSLTlLQpVuzeXZ3XDzpcdzR7zHDvu5ESG252UmTA2F3MBTCmKsZLrRuS4Vv2kQ03Wmp5INCGSw0uEN%2BgVL%2BQJup3NdFu%2Fi0N0J0YV1orsOW9pXk4gojqGIW9MzFM%2B8Xi%2FHCrAGzU5Rghuvu4fz97Qgr%2FdMpaM3USYjIoxdGc7hkJUpFc22dX%2FPGYsVAehqqXrAdWo75biwwVMzVA2kd%2FoqkHL0IqPP7SJbYG2z9EVvDsG61QvQAHdXs9%2B%2BtOV6YOm54Xf9Vj5oymwX4dOU1eo4lmJOqG%2BSiK%7Ctkp%3ABk9SR8jjlbKYYg
Nike Air Jordan 1 High Red Suede Size 8.5 100% Authentic,$31.00,https://i.ebayimg.com/thumbs/images/g/mD8AAOSwztFkfhKY/s-l300.jpg,https://www.ebay.com/itm/134613256514?hash=item1f57934942:g:mD8AAOSwztFkfhKY&amdata=enc%3AAQAIAAAAwKBJbA9LFzU6MV1CIspQJfLsLbdJG4gWMj6bAy5UgoSi7imm0USEEKPTz8lrSm5uv57U8sS0AAppuNakrkPW1va%2BoN8DPxn8tZbCZtQ9syhRrk8ntEqlDWTlvsm%2BTDr1o4tQ7obWY%2FV0WqePD24h6jMQGfgstNNqFaWnxtNk%2F37AxS5vpgvESWuy9r3O8P62V90xmSUK7dELkEtJNKPoZbuEuxO4sC5mLy7sNJsk5UXdnD2%2BTtN0mXlaKY8rJFvd8Q%3D%3D%7Ctkp%3ABk9SR8jjlbKYYg
Air Jordan 1 Mid I AJ1 id4shoes size 5-13 100% Authentic Guaranteed Pick 1,$102.99 to $214.99,https://i.ebayimg.com/thumbs/images/g/CtsAAOSwqttkVLKb/s-l300.jpg,https://www.ebay.com/itm/313772744769?hash=item490e502041:g:CtsAAOSwqttkVLKb&amdata=enc%3AAQAIAAAA4PwoFe3EPYhtmCrxgArsybcW%2BXqWGEGRJrNTK8Qq7V%2FntskICf3QtfHKyvvYnuVbgLUAk7f3AvI8eY9BfZmgkYUOlPUcGBes3sGKNt3dEWruzZS4Sw9CFcJK7ZHxPCQLC3nqgQba%2FYmEuBaDdQe1dzReHvzeRIDj%2BCmr6OlWxJnx7%2BSCZq%2F381Q4u8pYQvde9p8Zv9Z1NIm%2F3NSHB8Cw4FzfvvyDbSMDTMWDKEi9jYqgGG29XoVIK%2BwhK0zEAkBgiNQTCewksRdQVIEnCmxPgiInwkLnP%2BeFWHEdMGRCO84t%7Ctkp%3ABk9SR8jjlbKYYg
Nike Air Jordan 1 Retro MCS White AV5354-100 Men's Size 10 - 13 Cleats #122,$159.97,https://i.ebayimg.com/thumbs/images/g/W00AAOSwiNdkOfkA/s-l300.jpg,https://www.ebay.com/itm/295633612684?epid=10047374871&hash=item44d522ef8c:g:W00AAOSwiNdkOfkA&amdata=enc%3AAQAIAAAAwHUkBQPzfGzMG4Ip4RmOPmPkPpxMwedupCN3S%2F8gLsn8mrIgoDwK8o424u9QpFUyLUWhJqmBfosRNmOp4VDN8yShC6zZ3AroLI1lOBOz%2BH1rvREVOr0ZAi9BGci%2FBWmTfR%2BOVk1ZWAcuKAVrgKDLA8ZiVW7ZIRL8d2DsiiBEv1oNULHQWtUm7Mw83k0LRxCC796Z0NMmKGqfQa9sKFwnnamY02od6LokocI0%2BpwizrD0252rS6PLK2V53LLS4BQV9Q%3D%3D%7Ctkp%3ABk9SR8jjlbKYYg
Nike Air Jordan 13 XIII Retro Starfish - White/Black/Starfish - Size 11.5,$52.00,https://i.ebayimg.com/thumbs/images/g/gcgAAOSwUmFkiQp3/s-l300.jpg,https://www.ebay.com/itm/155607455337?epid=15040844243&hash=item243aed5669:g:gcgAAOSwUmFkiQp3&amdata=enc%3AAQAIAAAA4LsM4BK3B9c5YsdkK062axUONrAQrAPORsvclwR9YhM3AWchEmAtB%2BiLRdmd0bt3CMrhjbQfUWj%2Be89su2d3S4lBjL5JTPzEChki29VixblDSl7IhmAPJBiXrXcD3ZRIwo4AEV0e%2BnHDyT7n2S4W936diKXpVaba%2FGqkk7H3Twv33tnETDbMdzXz2y6jJOBZSGF8C9QXLhDGlTpYVBrD2tksTq%2FBVUa3JpSU9JIdWzPHaMhI3NnzQNHS%2BA6Gpla6%2BkKXWG9%2BCkXybFY4DPjTz%2FHG116OmDnT6pD%2FuaqpiAKn%7Ctkp%3ABk9SR8jjlbKYYg
Nike Air Jordan 1 Mid SE 'Wear Away' DQ8417-071 Men's Size 9 - 13 Shoes #121,$99.97,https://i.ebayimg.com/thumbs/images/g/M-QAAOSwNAlkVVeK/s-l300.jpg,https://www.ebay.com/itm/295680016500?epid=15058289750&hash=item44d7e70074:g:M-QAAOSwNAlkVVeK&amdata=enc%3AAQAIAAAA4GCugA2HluvjcWmNvNEmAb4%2FO3Ls98h2%2FKrVhRlGxGERLKCfcGejYpeBvyrxdVMQ%2Bs854ml%2BHS3zSWIPKffQa0Laif5cA0QR8ReMn32H93cY1KDoR2pC8OfhpdWg4fUC0n1tJG0itU4jQn0RPb2dRlnieNRqSUoaRB9RsvGIhy5%2BFHzzrt8l4sE6GyMQgWHw6JZEyQAASXKeTZh5py182MFoYjLlM9uPivLV%2FQxfOQYhZh24UOiUlI8w8Z%2F8UcXVeEPxWWWv%2FgCaygT2S725DfJXO3Iz%2FwfXHDApt9xSgAxr%7Ctkp%3ABk9SR8jjlbKYYg
Nike Jordan Air Ship PE SP Every Game Summit White Blue Men Casual DZ3497-104,$189.99,https://i.ebayimg.com/thumbs/images/g/IXwAAOSwgrtkYZHr/s-l300.jpg,https://www.ebay.com/itm/295698782771?epid=6060498582&hash=item44d9055a33:g:IXwAAOSwgrtkYZHr&amdata=enc%3AAQAIAAAAwAXzPvmJ1OOMMwnEk2daI5laXnYaEv9%2FRi7f2cVNui4o38p1YtwecH8EjFAdrLr%2FDh56ct1prVYqaf07rx%2BfYzW3KRGzygHhCaQ%2FXOEbAcobYXjMxK70TvQ6E8l%2Ff4iGVGD2QQgzGN8kei9STReGPMBdxAhkOY7tQI4o%2FyQorkS62xMSMTpe1%2F2VR6V%2F2kSNp%2F9tTJUkdpKyP31Dpii2D4NDLrktC8K3VM0mFteXpljMgP9uI6R11hM8jB3zKyJb%2Fg%3D%3D%7Ctkp%3ABk9SR8jjlbKYYg
Nike Air Jordan II 2 BHM Size 12 100% Authentic,$0.01,https://i.ebayimg.com/thumbs/images/g/6OcAAOSweZdkf4cJ/s-l300.jpg,https://www.ebay.com/itm/145138408029?hash=item21caec5a5d:g:6OcAAOSweZdkf4cJ&amdata=enc%3AAQAIAAAA4CnVhDNdapnfswjaNpM%2FFP3LR1IH%2BGuUqB%2FYyDUisvb62RHweWgV8Y4sNcajTM9yRtHdIjSfYujNq%2BV%2BnaduDFmIscAiIlywGdxwxurIaZffoxNmuqltj00r4SnAUGuA0qAdfTWuTYqw5POr3mMfUnqbWJ5%2BvJ86kFKrOsU8rvq47r5Btt99gKOUgEdhyV6i0yNmA9FR5b8%2FOAc2ojqGPGRKW7KSxLNy%2Bh8U7H3Pe%2Fakf0sm4NrjZoiCerJ0ou%2BMKX5UD6XDpf4cYA5z81TTh9wVtwq6yN4Ci6558ZKPeAQK%7Ctkp%3ABk9SR8jjlbKYYg
NEW Air Jordan 1 Low Lucky Green (553558-065 or 553560-065)  - GS and Men's,$59.99 to $99.99,https://i.ebayimg.com/thumbs/images/g/JYAAAOSwxbxkWmfP/s-l300.jpg,https://www.ebay.com/itm/266251858500?epid=28060002442&hash=item3dfdd8f244:g:JYAAAOSwxbxkWmfP&amdata=enc%3AAQAIAAAAwJ%2BIyNRcA4cjSrANhsPfMlZcJyz%2BtL3zTkRjQnXRVqczIsP1pxZJKfh4QzrN3wBe2P%2B7f4muPGvxlQwuDzneHrcgoHhE41cSebEISYHcMuipAgLOtee7I6DnEpeH26R4yqnTeEmhpRZt3wsCNTaOnG4JKDG32ZPzTraEo%2FvfQC9FAlHL3YkfT4OdZ1PVy%2FA6x3byDWUhN5nRwwQfmIZBT2J%2Fp%2FxbZuSnUa9gCQlZlbC4neFXo9dlMCTp4CVTmvRA9A%3D%3D%7Ctkp%3ABk9SR8jjlbKYYg
Sz 7-13 Nike Air Jordan 14 XIV Retro Laney Varsity Royal Black Maize 487471-407,$264.99 to $274.99,https://i.ebayimg.com/thumbs/images/g/zAcAAOSwfQ1kgXW0/s-l300.jpg,https://www.ebay.com/itm/166114220966?epid=5057817960&hash=item26ad2ddba6:g:zAcAAOSwfQ1kgXW0&amdata=enc%3AAQAIAAAA4D9%2FDGwTshtCZIAcXG8GUZ1htkWICYKJgwb3NVFKPuJGjKK8wpRqg0exr9pum5jGUecHRZKMCpWwvYXIlii66jLBb0qcp1ohU7EC2mrCqgcU7uIyaVezJypnDFOTzWYQTH%2BLnwKNq6p9J5hcUQsnNmhCs%2BX9ARt9aik0GuOLx6UpxsGhdoaemNCLi9wuvfVAoQ2BvX5tJTyEFS%2B%2ByD9P%2BZwd3CYyktLB0Sj%2BllycRgDefrzCMLJ711UuEg%2Fnog41IvWgjq95wF8ULxAMWyFKcJb48NlEeZduiCeu47HZLO6a%7Ctkp%3ABk9SR8jjlbKYYg
Nike Air Jordan Max Aura White Black AQ9084-100 Men's Retro Basketball Shoes,$119.99,https://i.ebayimg.com/thumbs/images/g/usgAAOSwVfJjo6Jl/s-l300.jpg,https://www.ebay.com/itm/275589220791?epid=18039805483&hash=item402a65c9b7:g:usgAAOSwVfJjo6Jl&amdata=enc%3AAQAIAAAAwK0JrTRpJQjVOb4rWbruwhNFPgmVWUfMp702lPistaNTvrRX1w6w6mITpk%2FhorMTLlCaCmevtIGk94WJPaGc%2FJHE89esYnvcC4tWGXNq12VMD8UDqjmW9cTar2K0OakF4LdaG6HtJT2TZBcR7YScjRIJoVL0pRdPlD29flot6R1clRWCCvxLdNGjXZv6PePzdFxKq5p6lVrJuCYtF8vev1MT8%2F9s%2B1BUwmGiNx7egznOJVQaklnB3QNPRH%2FirquN7Q%3D%3D%7Ctkp%3ABk9SR8jjlbKYYg
